"ITEM","LOC","SELLING_UNIT_RETAIL","LOCAL_SHORT_DESC","PACKAGE_SIZE","PACKAGE_UOM","CATEGORIA","CATEGORIA_NOMBRE"
"014800515329","34424","28.5","CLAMATO ALMEJA 473ML","473","ML","271","Jugo Tomate y Almeja"
"014800515336","34424","47","CLAMATO ALMEJA 946ML","946","ML","271","Jugo Tomate y Almeja"
"014800515343","34424","70","CLAMATO ALMEJA 1.89L","1890","ML","271","Jugo Tomate y Almeja"
"0158","34424","4.5","Pan Integra Espanola","1","EA","132","Panera"
"018804701139","34424","15","Icee gomi Cerez 50gr","50","G","257","Otras Golosinas"
"018804701351","34424","15","ICEE MORA 50G","50","G","257","Otras Golosinas"
"021136010480","34424","30","Topochico 1.5 lts","1500","ML","315","MezcladoresRefre"
"021136010541","34424","19","Topochi mineral 600m","591","ML","315","MezcladoresRefre"
"022110079806","34424","35","Hubba Bubba ORG 56g","56.7","G","254","Chicles"
"025046021697","34424","40","Duvalin 4 Sabores 12","276","G","257","Otras Golosinas"
"032239052017","34424","15","VALLE DURAZNO 413ML","413","ML","267","Jugo y Nectar"
"036731321008","34424","32","GATORADE NARANJ 1 L","1","L","264","Isotonicos"
"036731323002","34424","28","GATORADE LIMA LMN 1L","1","L","264","Isotonicos"
"036731324009","34424","28","Gatorade Uva 1 Lt","1","L","264","Isotonicos"
"036731326003","34424","32","GATORADE PONCHE 1L","1","L","264","Isotonicos"
"037836041273","34424","53","Hinds crema 400ml","1","PCS","227","Belleza e higiene"
"038000846731","34424","23","Pringles Original 37","37","G","163","Frituras"
"038629001436","34424","6.5","Troyanas Choc 80g","80","G","152","Galleta Dulce"
"038629002068","34424","13.16","MODERN MARIANITS 185","185","G","152","Galleta Dulce"
"039465077807","34424","45","Encan Papas Sal 170g","170","G","163","Frituras"
"04056704","34424","26","M&M´S MINIS 30 GR","30","G","255","Chocolate Golosina"
"041789001857","34424","15","SopaMaruInsLunCamLim","64","G","288","Comida Deshidratada"
"041789001864","34424","15","SOPMARINSLUNCAMLIHAB","64","G","288","Comida Deshidratada"
"041789001918","34424","15","SopaMaruInsLunPollo","64","G","288","Comida Deshidratada"
"041789001925","34424","15","SopaMaruInsLunCarRes","64","G","288","Comida Deshidratada"
"041789001956","34424","15","SopaMaruInsLunCam","1","EA","288","Comida Deshidratada"
"041789001987","34424","15","SOPMARINSLUNCAMPIQ","1","EA","288","Comida Deshidratada"
"041789002915","34424","7.5","MARUCHAN VARIEDAD 85","85","G","288","Comida Deshidratada"
"041789002960","34424","7.5","RamenMaruchCamHab","1","EA","288","Comida Deshidratada"
"041789002977","34424","7.5","MARUCHAN VARIEDAD 85","85","G","288","Comida Deshidratada"
"041789002984","34424","7.5","RamenMaruchCamPic","1","EA","288","Comida Deshidratada"
"041789008016","34424","7.5","Ottima Arrabiat93.4g","1","EA","288","Comida Deshidratada"
"041789008030","34424","7.5","Maruc Ott Queso93.4g","1","EA","288","Comida Deshidratada"
"042743230511","34424","65","MEXICANO MAIZ BCO 3K","1","EA","192","Alimentos Envasados"
"046900001778","34424","0","Frijoles Ranch 15oz.","425","G","322","Frijol Procesado"
"0507","34424","76","JamonAbiertoCaducida","1","KG","244","Carnes Frias"
"058897093087","34424","96","Sustituto Corina ","1","EA","199","Leche"
"0606110315203","34424","20","Datos FP $20","1","EA","300","TiempoAireElectronic"
"0606110315227","34424","50","TAE FreedomPop $50","1","EA","300","TiempoAireElectronic"
"0606110315234","34424","100","TAE FreedomPop $100","1","EA","300","TiempoAireElectronic"
"0606110315241","34424","200","TAE FreedomPop $200","1","EA","300","TiempoAireElectronic"
"0606110315258","34424","120","Datos FP $120","1","EA","300","TiempoAireElectronic"
"0606110315265","34424","70","Plan Mini FP $70","1","EA","300","TiempoAireElectronic"
"0606110315272","34424","150","TAE FreedomPop $150","1","EA","300","TiempoAireElectronic"
"0614143200700","34424","30","TAE FreedomPop $30","1","EA","300","TiempoAireElectronic"
"0614143200717","34424","80","TAE FreedomPop $80","1","EA","300","TiempoAireElectronic"
"0616","34424","1.5","Choc a granel Kisses","1","EA","255","Chocolate Golosina"
"0671","34424","4","Bolillo 1 pz","1","EA","132","Panera"
"067238891190","34424","36.9","DOVE JBN HUMEC 135G","1","EA","231","Jabones de tocador"
"070662043103","34424","7.5","Nissin Ramen Camaron","85","G","288","Comida Deshidratada"
"070662140123","34424","12.5","NISSIN CAMARON PIC64","64","G","288","Comida Deshidratada"
"070662141229","34424","12.5","SopaNissCupNoodCamHa","64","G","288","Comida Deshidratada"
"070662242025","34424","12.5","SopaNissCupNoodCamBo","64","G","288","Comida Deshidratada"
"070662247150","34424","12.5","NISSIN INTE DIABLO64","64","G","288","Comida Deshidratada"
"070847035916","34424","40","Monster Energy 473ml","473","ML","263","Energeticos"
"074323096989","34424","9.5","Kranky ricol 40 gr","35","G","257","Otras Golosinas"
"07432354","34424","15","BUBULUBU 35 GR","35","G","257","Otras Golosinas"
"07501032909352","34424","55","Raid Casa y jardin","1","EA","223","Insecticid y venenos"
"076750172922","34424","0.01","BH - Xbox 200 2015","1","EA","156","Soluciones en tienda"
"076750172939","34424","0.01","BH - Xbox 300 2015","1","EA","156","Soluciones en tienda"
"076750226755","34424","0.01","GOOGLE 200-5000MXN","10","EA","156","Soluciones en tienda"
"076750236129","34424","0.01","XBOX 3M 349MXN 2017","10","EA","327","Comercio Electronico"
"076750236136","34424","0.01","XBOX 1M 139MXN 2017","10","EA","327","Comercio Electronico"
"076750267161","34424","0.01","GOOGLE NIVARIABLE","10","EA","156","Soluciones en tienda"
"077204002499","34424","20","Toscana Capuchi 220g","1","EA","152","Galleta Dulce"
"077204002871","34424","20","Toscana Mazapan 2","1","EA","152","Galleta Dulce"
"0781718840149","34424","49","MORA AZUL CONGELADA","500","G","246","Congelados"
"078917162098","34424","10","VasoCristalino 420ml","1","EA","207","Ferreteria y Hogar"
"078917219044","34424","10","Vaso KUBO azul 318ml","1","EA","207","Ferreteria y Hogar"
"078918009637","34424","25","TarroCervecero 350ml","1","EA","207","Ferreteria y Hogar"
"0802","34424","118","FUD JAMON PIERNA KG","6","KG","244","Carnes Frias"
"085000001509","34424","109","BoonesDuraz 750ml","1","EA","113","Baja Graduacion"
"085000003503","34424","109","Boones Exotic 750ml","750","ML","113","Baja Graduacion"
"089826001415","34424","23","TECATE ROJA LATA 473","1","EA","110","Cerveza No retornab"
"094331198734","34424","4","Avena Manzana Integr","35","G","195","Cereales"
"094331238706","34424","42.5","Gran vita avena 8","1","EA","195","Cereales"
"094331310235","34424","24.5","GRANVITA BARRAS 150G","1","EA","152","Galleta Dulce"
"0950","34424","49","Tuna kg","1","KG","23","Fruta y verdura"
"097339000054","34424","18.5","Valentina Roja 370ml","1","EA","169","Salsas Botaneras"
"097339000061","34424","22","Salsa bota Vale370ml","1","EA","169","Salsas Botaneras"
"0984","34424","364","CAPIS PECHUG NAT KG","1","EA","244","Carnes Frias"
"10000","34424","0","Limp sanitizante 5Lt","1","EA","9000","Consumo Interno"
"100000198","34424","0","Acondicionador Herba","340","ML","230","Cuidado del cabello"
"100000227","34424","0","Acondicionador Natur","900","ML","230","Cuidado del cabello"
"100000260","34424","0","Acondicionador para","400","ML","230","Cuidado del cabello"
"100000411","34424","0","Aderezo Kraft 237 ml","237","ML","191","Aderezos y Condiment"
"100001043","34424","0.01","Agua mineral Risco 5","500","ML","316","Sabores"
"100001297","34424","0","Alimento para bebe 1","71","G","229","Cuidado del bebe"
"100001334","34424","0","Alimento para bebe 3","113","G","229","Cuidado del bebe"
"100001490","34424","0","Aplicadores para beb","150","EA","227","Belleza e higiene"
"100001502","34424","0","Aplicadores para beb","300","EA","227","Belleza e higiene"
"100002054","34424","0","Bebida Bimbo 600 ml","600","ML","269","Beb Refrescantes"
"100003786","34424","0","Bebida Quatro 355 ml","355","ML","33","No usar"
"100005001","34424","0","Brillantina Palmoliv","52","ML","230","Cuidado del cabello"
"100007120","34424","0","Cacahuates Leoncito","100","G","170","NO USAR"
"100007576","34424","0","Cacahuates salados L","170","G","164","Cacahuates/semillas"
"100007904","34424","0","Cacahuates y pepitas","15","G","170","NO USAR"
"100007912","34424","0","Cacahuates y pepitas","220","G","170","NO USAR"
"100008827","34424","0","Caldo Tlalpeno Campb","1","EA","204","Cremas Sopas Pastas"
"100009942","34424","0","Cereal infantil Gerb","300","G","229","Cuidado del bebe"
"10001","34424","0","Limpiador universal","1","EA","9000","Consumo Interno"
"100011381","34424","0","Chicharron de cerdo","100","G","163","Frituras"
"100011647","34424","0","Chicharron de harina","65","G","163","Frituras"
"100011997","34424","0","Chocolate en polvo C","400","G","203","Modifica. de Leche"
"100012279","34424","0","Chocolate liquido Ch","250","ML","260","Leche  Saborizada"
"100013781","34424","0","Colores Blanca Nieve","35","G","208","Papeleria"
"100014944","34424","0","Cono de helado Corne","120","ML","177","Conos"
"100015162","34424","0","Crema de queso Campb","300","G","204","Cremas Sopas Pastas"
"100015226","34424","0","Crema dental Colgate","134","G","228","Cuidado bucal"
"100015584","34424","0","Crema para cabello r","450","G","230","Cuidado del cabello"
"100016333","34424","0","Dedodorante en roll-","2","EA","227","Belleza e higiene"
"100016392","34424","0","Desodorante en aeros","113","G","227","Belleza e higiene"
"100016464","34424","0","Desodorante en barra","60","G","227","Belleza e higiene"
"100016528","34424","0","Desodorante en roll-","50","G","227","Belleza e higiene"
"100016552","34424","0","Desodorante en roll-","60","G","227","Belleza e higiene"
"100016579","34424","0","Desodorante en roll-","2","EA","227","Belleza e higiene"
"100016616","34424","0","Desodorante en roll-","50","ML","227","Belleza e higiene"
"100016624","34424","0","Desodorante en roll-","65","G","227","Belleza e higiene"
"100016632","34424","0","Desodorante en roll-","65","G","227","Belleza e higiene"
"100016641","34424","0","Desodorante en roll-","50","G","227","Belleza e higiene"
"100016683","34424","0","Desodorante en roll-","50","ML","227","Belleza e higiene"
"100016798","34424","0","Desodorante press up","90","ML","227","Belleza e higiene"
"100016907","34424","0","Desodorante stick Ax","54","G","227","Belleza e higiene"
"100016923","34424","0","Desodorante stick Do","50","G","227","Belleza e higiene"
"100016931","34424","0","Desodorante stick La","40","G","227","Belleza e higiene"
"100016958","34424","0","Desodorante stick Ni","50","G","227","Belleza e higiene"
"100016991","34424","0","Desodorante stick Re","50","G","227","Belleza e higiene"
"100017045","34424","0","Detergente en pasta","400","G","222","Detergentes Trastes"
"100017088","34424","0","Detergente en polvo","250","G","221","Detergentes Ropa"
"100017150","34424","0","Detergente en polvo","500","G","221","Detergentes Ropa"
"100017301","34424","0","Detergente en polvo","500","G","221","Detergentes Ropa"
"100017871","34424","0","Detergente liquido p","1","L","221","Detergentes Ropa"
"100017897","34424","0","Detergente liquido p","1","L","221","Detergentes Ropa"
"100018620","34424","0","Mini Dedos Indy 8gr","8","G","258","Tamarindos/Aciditos"
"10002","34424","0","Aceite P/ Mop 1lto.","1","EA","9000","Consumo Interno"
"100022936","34424","0","Galletas Surtido Dia","720","G","152","Galleta Dulce"
"100022987","34424","0","Galletas Surtido Ric","715","G","152","Galleta Dulce"
"100023656","34424","0","Gelatina Jell-o 100g","100","G","202","Postres no refrig."
"100024114","34424","0","Goma de mascar Bubba","5.5","G","254","Chicles"
"100025070","34424","0","Habas Leoncito 70 gr","70","G","164","Cacahuates/semillas"
"100025854","34424","0","Jabon Baby Dove 75 g","75","G","229","Cuidado del bebe"
"100026030","34424","0","Jabon de tocador con","150","G","231","Jabones de tocador"
"100026048","34424","0","Jabon de tocador con","200","G","231","Jabones de tocador"
"100026355","34424","0","Jabon neutro Lirio 1","150","G","231","Jabones de tocador"
"100026515","34424","0","Jabon rosa pieza Zot","400","G","221","Detergentes Ropa"
"100026911","34424","0","Jugo con yoghurt 3a","230","ML","229","Cuidado del bebe"
"100027235","34424","0","Jugo Jumex 200 ml ca","200","ML","267","Jugo y Nectar"
"100027294","34424","0","Jugo Leon 1 lt caja","1","L","267","Jugo y Nectar"
"100027307","34424","0","Jugo Leon 500 ml caj","500","ML","267","Jugo y Nectar"
"100027366","34424","0","Jugo para bebe 2a Et","147.5","ML","229","Cuidado del bebe"
"100027403","34424","0","Paleta de agua Soler","65","ML","181","Paleta"
"100027420","34424","0","Paleta de agua Soler","70","ML","181","Paleta"
"100027850","34424","0","Paleta de leche Mord","86","ML","181","Paleta"
"100027999","34424","0","Paleta de nieve Magn","120","ML","181","Paleta"
"100028641","34424","0","Papas Leon 110 gr bo","110","G","163","Frituras"
"100028650","34424","0","Papas Leon 160 gr bo","160","G","163","Frituras"
"100029046","34424","0","Papel higienico Clas","12","EA","234","Papel higienico"
"100029054","34424","0","Papel higienico Clas","18","EA","234","Papel higienico"
"100029089","34424","0","Papel higienico Deta","6","EA","234","Papel higienico"
"100029222","34424","0","Papel higienico Sens","12","EA","234","Papel higienico"
"100029231","34424","0","Papel higienico Sens","6","EA","234","Papel higienico"
"100029636","34424","0","Pay de queso Philade","18","EA","130","Koxka"
"100029644","34424","0","Pay de queso Philade","85","G","130","Koxka"
"10003","34424","0","Vitafilm 45x1224 mt.","1","EA","9000","Consumo Interno"
"100030215","34424","0","Rebanada de pastel N","113","G","150","Reposteria S/Relleno"
"100030371","34424","0","Refresco Beat 355 ml","355","ML","316","Sabores"
"100031656","34424","0.01","Refresco Risco 2 lt","2","L","37","Refrescos"
"100031971","34424","0.01","Ref Victoria 1.5lt","1.5","L","37","Refrescos"
"100035366","34424","0","Semillas Leoncito 40","40","G","164","Cacahuates/semillas"
"100035374","34424","0","Semillas Leoncito 50","50","G","164","Cacahuates/semillas"
"100035809","34424","36.5","Shampoo anticaspa pa","400","ML","230","Cuidado del cabello"
"100036019","34424","0","Shampoo control de c","400","ML","230","Cuidado del cabello"
"100036107","34424","0","Shampoo extra maneja","265","ML","230","Cuidado del cabello"
"100036140","34424","0","Shampoo fortificante","300","ML","230","Cuidado del cabello"
"100036238","34424","0","Shampoo limpieza ren","400","ML","230","Cuidado del cabello"
"100036406","34424","0","Shampoo para cabello","400","ML","230","Cuidado del cabello"
"100036414","34424","0","Shampoo para cabello","400","ML","230","Cuidado del cabello"
"100036422","34424","0","Shampoo para cabello","265","ML","230","Cuidado del cabello"
"100036431","34424","36.5","Shampoo para cabello","400","ML","230","Cuidado del cabello"
"100036449","34424","0","Shampoo para cabello","265","ML","229","Cuidado del bebe"
"100036490","34424","0","Shampoo para cabello","400","ML","230","Cuidado del cabello"
"100036588","34424","0","Shampoo para cabello","400","ML","230","Cuidado del cabello"
"100036810","34424","0","Shampoo Pro-V Panten","400","ML","230","Cuidado del cabello"
"100037020","34424","0","Sopa condensada Camp","430","G","19","No usar"
"100037118","34424","0","Sopa deshidratada La","54","G","288","Comida Deshidratada"
"100037134","34424","0","Sopa deshidratada Mi","65","G","288","Comida Deshidratada"
"100037177","34424","0","Sopa instantanea Mag","64","G","130","Koxka"
"100038241","34424","0","Tinte para cabello N","1","EA","227","Belleza e higiene"
"100039851","34424","0","Yoghurt Leon 250 gr","250","G","102","No usar"
"100039885","34424","0","Yoghurt Mena 1 kg bo","1","KG","102","No usar"
"100039893","34424","0","Yoghurt Menisimo 950","950","G","102","No usar"
"100041328","34424","0","Frituras Leon 300 gr","300","G","163","Frituras"
"100041627","34424","0","Galletas con fibra n","480","G","153","Galleta Saladas"
"100041731","34424","0","Galleta molida Nabis","350","G","153","Galleta Saladas"
"100041862","34424","0","Galletas Animalitos","1","EA","152","Galleta Dulce"
"100042013","34424","0","Galletas Bits 50 gr","50","G","153","Galleta Saladas"
"100042152","34424","0","Galletas Chavalin Cu","680","G","152","Galleta Dulce"
"100042161","34424","0","Galletas Chips Ahoy!","169","G","152","Galleta Dulce"
"100042179","34424","0","Galletas Chips Ahoy!","180","G","152","Galleta Dulce"
"100042187","34424","0","Galletas Chips Ahoy!","337","G","152","Galleta Dulce"
"100042195","34424","0","Galletas Chips Ahoy!","67.5","G","152","Galleta Dulce"
"100042208","34424","0","Galletas Chips Ahoy!","720","G","152","Galleta Dulce"
"100042401","34424","0","Jugo Premium Sonrisa","1","L","36","No usar"
"100042427","34424","0","Jugo Premium Sonrisa","200","ML","36","No usar"
"100042523","34424","0","Jugo Sonrisa 1.89 lt","1.89","L","36","No usar"
"100043041","34424","0","Leche descremada Leo","1","L","259","Leche  Blanca"
"100043243","34424","0","Leche entera Gotita","500","ML","259","Leche  Blanca"
"100043315","34424","0","Leche entera La Esco","1.89","L","259","Leche  Blanca"
"100043323","34424","0","Leche entera La Esco","500","ML","259","Leche  Blanca"
"100043366","34424","0","Leche entera Leon 1","1","EA","259","Leche  Blanca"
"100043850","34424","0","Leche La Escondida 1","1","L","259","Leche  Blanca"
"100043972","34424","0","Leche Leon 1.892 lt","1.89","L","259","Leche  Blanca"
"100044633","34424","0","Leche semidescremada","1","L","259","Leche  Blanca"
"100045206","34424","0","Limpiador liquido mu","1","L","224","Limpiadores"
"100046014","34424","0","Mermelada Carmel 250","500","G","14","No usar"
"100046057","34424","0","Mermelada Del Monte","500","G","14","No usar"
"100046081","34424","0","Mermelada Kraft 275","275","G","14","No usar"
"100046090","34424","0","Mermelada Kraft 500","500","G","14","No usar"
"100046145","34424","0","Mermelada Smucker s","340","G","14","No usar"
"100046217","34424","0","Mostaza con especias","225","G","2","No usar"
"100046268","34424","0","Mostaza Kraft 395 gr","395","G","2","No usar"
"100046330","34424","0","Mousse para cabello","227","G","230","Cuidado del cabello"
"100046356","34424","0","Moztaza con especias","260","G","2","No usar"
"100046461","34424","0","Nachos Nacho Tom s 5","595.5","G","163","Frituras"
"100046508","34424","0","Naranjada Al-dia 500","500","ML","36","No usar"
"100046874","34424","0","Nectar de frutas Jum","200","ML","36","No usar"
"100047121","34424","0","Nectar Premium Sonri","1","L","36","No usar"
"100047236","34424","0","Nieve Cornetto Holan","190","ML","178","Copas"
"100047391","34424","0","Pistache Leoncito 35","35","G","164","Cacahuates/semillas"
"100047404","34424","0","Pistache Leoncito 90","90","G","164","Cacahuates/semillas"
"100049653","34424","0","Salsa para ensalada","237","ML","2","No usar"
"100050478","34424","0","Sandwich de nieve Mo","125","ML","183","Sandwich"
"100052879","34424","0","Paleta leche Magnum","120","ML","181","Paleta"
"100053097","34424","0","Mini Marimbas 15gr","15","G","257","Otras Golosinas"
"100060748","34424","0","Jabon de tocador de","4","EA","231","Jabones de tocador"
"100061775","34424","0","Paleta de crema Sole","95","ML","181","Paleta"
"100068467","34424","0","Cal-c-Tose 200gr","200","G","8","No usar"
"100068475","34424","0","Cal-C-Tose 400 gr","400","G","8","No usar"
"100068571","34424","0","Paleta con tamarindo","24","EA","27","No usar"
"100068580","34424","0","Dulce picante Mini D","50","EA","27","No usar"
"100068635","34424","0","Cepillo dental Colga","1","EA","228","Cuidado bucal"
"100068740","34424","0","Enjuague Pro-Vitamin","900","ML","230","Cuidado del cabello"
"100069195","34424","0","Mamilas de silicon G","1","EA","229","Cuidado del bebe"
"100069224","34424","0","Mordeder para bebe G","1","EA","229","Cuidado del bebe"
"100070495","34424","0","Desodorante Speed St","60","G","227","Belleza e higiene"
"100070524","34424","0","Galletas Ritz 900gr","900","G","153","Galleta Saladas"
"100070591","34424","0","Galletas saladas Pre","740","G","153","Galleta Saladas"
"100071367","34424","0","Aderezo Kraft 237 ml","237","ML","2","No usar"
"100072087","34424","0","Crema dental Colgate","1","EA","228","Cuidado bucal"
"100072116","34424","0","Suavizante - acondic","1","EA","225","Suavizantes de tela"
"100072909","34424","0","Enj Natur Cap 900ml","900","ML","230","Cuidado del cabello"
"100074234","34424","0","Refresco Coca-Cola 3","355","ML","37","Refrescos"
"100074242","34424","0","RefrZeroSabor600mlNR","600","ML","37","Refrescos"
"100074373","34424","0","Shampoo 2 en 1 Head ","400","ML","230","Cuidado del cabello"
"100074437","34424","5","Luz CFE NEO","1","EA","155","Recepcion de Pagos"
"100074445","34424","5","SAPAL Leon NEO","1","EA","155","Recepcion de Pagos"
"100074613","34424","0","Bebida The Simpsons ","355","ML","34","No usar"
"100074710","34424","0","Refresco Fresca 600 ","600","ML","37","Refrescos"
"100075536","34424","0","Galletas Re de Canel","620","G","152","Galleta Dulce"
"100076723","34424","0","Galletas con chispas","540","G","152","Galleta Dulce"
"100077865","34424","0","Cepillo dental Colga","2","EA","228","Cuidado bucal"
"100077873","34424","0","Jab.Neutro Bal. 4pz","4","EA","231","Jabones de tocador"
"100078850","34424","0","Mapa Cd de Guadalaja","1","EA","237","Lectura"
"100079027","34424","15.2","Cepillo dental 2 x 1","2","EA","228","Cuidado bucal"
"100079035","34424","0","Desodorante en barra","60","G","227","Belleza e higiene"
"100079043","34424","14.85","Crema dental protecc","2","EA","228","Cuidado bucal"
"100079060","34424","29.5","Belly Washers 355ml","355","ML","34","No usar"
"100079131","34424","15.9","Viva 1kg + jabon350g","2","EA","221","Detergentes Ropa"
"100083106","34424","15","Helado de leche Nest","475","ML","180","Med. Litro"
"100084070","34424","10.9","Bebida Frutsi 6 pz","6","EA","36","No usar"
"100084088","34424","0","Serv Lovly 250 pz","250","EA","284","Servilletas"
"100084096","34424","0","Servilletas Lovly 50","500","EA","284","Servilletas"
"100085110","34424","0","Detergente en polvo","1","KG","221","Detergentes Ropa"
"100142831","34424","0","Alestra NAC","1","EA","155","Recepcion de Pagos"
"100142858","34424","0","Pago Ayuda PRO","1","EA","9000","Consumo Interno"
"100153856","34424","5","Telcel NAC","1","EA","155","Recepcion de Pagos"
"100184003","34424","0","Patrimonio Hipotecar","1","EA","155","Recepcion de Pagos"
"100438190","34424","0","Pago Casefon Bara Le","1","EA","156","Soluciones en tienda"
"100543395","34424","0","JAPAMI NEO","1","EA","155","Recepcion de Pagos"
"100691380","34424","0","Dinamo NAC","1","EA","155","Recepcion de Pagos"
"100742407","34424","0","Predial NEO","1","EA","155","Recepcion de Pagos"
"100912390","34424","0","Axtel NAC","1","EA","155","Recepcion de Pagos"
"100956608","34424","0","Homex NAC","1","EA","155","Recepcion de Pagos"
"100964501","34424","8.2","NO USAR","1","EA","155","Recepcion de Pagos"
"1009701005924","34424","10.7","Franela amarilla 1 p","1","EA","9000","Consumo Interno"
"100990486","34424","0","Volaris NAC","1","EA","155","Recepcion de Pagos"
"101068493","34424","6.4","ASP Financiera NAC","1","EA","155","Recepcion de Pagos"
"101097497","34424","0","Dineromail NAC","1","EA","327","Comercio Electronico"
"101108491","34424","0","Financiera Indep NAC","1","EA","155","Recepcion de Pagos"
"101118497","34424","0","Cablemas NAC","1","EA","155","Recepcion de Pagos"
"101146498","34424","0","Megacable NAC","1","EA","155","Recepcion de Pagos"
"101147491","34424","0","Superboletos NAC","1","EA","155","Recepcion de Pagos"
"101148493","34424","0","Solfi NAC","1","EA","155","Recepcion de Pagos"
"101163491","34424","0","Molina Editores NAC","1","EA","155","Recepcion de Pagos"
"101165496","34424","0","VivaAerobus NAC","1","EA","155","Recepcion de Pagos"
"101186490","34424","0","Ediciones Culturales","1","EA","155","Recepcion de Pagos"
"101198491","34424","0","Casas Javer NAC","1","EA","155","Recepcion de Pagos"
"101198503","34424","0","Hogares Javer NAC","1","EA","155","Recepcion de Pagos"
"101219520","34424","0","Casefon NAC","1","EA","156","Soluciones en tienda"
"101264515","34424","0","Jardines Esperanza N","1","EA","155","Recepcion de Pagos"
"101264523","34424","0","Previsiones NAC","1","EA","155","Recepcion de Pagos"
"101265500","34424","0","Inversiones Fun NAC","1","EA","155","Recepcion de Pagos"
"101265518","34424","0","Martinez Servicios","1","EA","155","Recepcion de Pagos"
"101266490","34424","0","La Esperanza Servici","1","EA","155","Recepcion de Pagos"
"101267492","34424","0","HDI Seguros NAC","1","EA","155","Recepcion de Pagos"
"101267505","34424","0","JardinesSantoCristo","1","EA","155","Recepcion de Pagos"
"101268495","34424","0","PCENLINEA NAC","1","EA","327","Comercio Electronico"
"101274502","34424","0","Grupo Ruba NAC","1","EA","155","Recepcion de Pagos"
"101274511","34424","0","CreditoRealTradNAC","1","EA","155","Recepcion de Pagos"
"101274537","34424","0","CREDIEQUIPOS II NAC","1","EA","155","Recepcion de Pagos"
"10129","34424","0","Rollo Etiqueta Termi","1","EA","9000","Consumo Interno"
"101298504","34424","0","MercadoPago NAC","1","EA","327","Comercio Electronico"
"101300504","34424","0","Fotosmile NAC","1","EA","327","Comercio Electronico"
"101314498","34424","0","Santel Mexicali NAC","1","EA","155","Recepcion de Pagos"
"101316493","34424","0","Donativos","1","EA","155","Recepcion de Pagos"
"101334499","34424","0","Neurona Estudio NAC","1","EA","327","Comercio Electronico"
"101344494","34424","0","Financiera Mex Autom","1","EA","155","Recepcion de Pagos"
"101344515","34424","0","Financiera Mex Carne","1","EA","155","Recepcion de Pagos"
"101344523","34424","0","Financiera Mex Perso","1","EA","155","Recepcion de Pagos"
"101345497","34424","0","Financiera Mex Hipot","1","EA","155","Recepcion de Pagos"
"101351512","34424","0","Banwire Mexico NA","1","EA","327","Comercio Electronico"
"101354511","34424","0","Primero Seguros NAC","1","EA","155","Recepcion de Pagos"
"101355505","34424","0","Primero Seguros Vida","1","EA","155","Recepcion de Pagos"
"101361497","34424","0","Grupo CIF NAC","1","EA","155","Recepcion de Pagos"
"101362490","34424","0","Depositos BBVA NAC","1","EA","157","Servicio Financiero"
