"ITEM","LOC","SELLING_UNIT_RETAIL","LOCAL_SHORT_DESC","PACKAGE_SIZE","PACKAGE_UOM","CATEGORIA","CATEGORIA_NOMBRE"
"076750172939","8967","0.01","BH - Xbox 300 2015","1","EA","156","Soluciones en tienda"
"076750226755","8967","0.01","GOOGLE 200-5000MXN","10","EA","156","Soluciones en tienda"
"076750236129","8967","0.01","XBOX 3M 349MXN 2017","10","EA","327","Comercio Electronico"
"076750236136","8967","0.01","XBOX 1M 139MXN 2017","10","EA","327","Comercio Electronico"
"076750267161","8967","0.01","GOOGLE NIVARIABLE","10","EA","156","Soluciones en tienda"
"077204002499","8967","20","Toscana Capuchi 220g","1","EA","152","Galleta Dulce"
"077204002871","8967","20","Toscana Mazapan 2","1","EA","152","Galleta Dulce"
"0781718840149","8967","49","MORA AZUL CONGELADA","500","G","246","Congelados"
"078917162098","8967","10","VasoCristalino 420ml","1","EA","207","Ferreteria y Hogar"
"078917219044","8967","10","Vaso KUBO azul 318ml","1","EA","207","Ferreteria y Hogar"
"078918009637","8967","25","TarroCervecero 350ml","1","EA","207","Ferreteria y Hogar"
"0802","8967","120","FUD JAMON PIERNA KG","6","KG","244","Carnes Frias"
"082000000051","8967","306","Smirnoff Red","1","L","112","Alta Graduacion"
"085000001509","8967","99","BoonesDuraz 750ml","1","EA","113","Baja Graduacion"
"085000003503","8967","99","Boones Exotic 750ml","750","ML","113","Baja Graduacion"
"089826001415","8967","22","TECATE ROJA LATA 473","1","EA","110","Cerveza No retornab"
"094331198734","8967","4","Avena Manzana Integr","35","G","195","Cereales"
"094331238706","8967","42.5","Gran vita avena 8","1","EA","195","Cereales"
"094331310235","8967","24.5","GRANVITA BARRAS 150G","1","EA","152","Galleta Dulce"
"0950","8967","49","Tuna kg","1","KG","23","Fruta y verdura"
"097339000054","8967","18.5","Valentina Roja 370ml","1","EA","169","Salsas Botaneras"
"097339000061","8967","22","Salsa bota Vale370ml","1","EA","169","Salsas Botaneras"
"0984","8967","334","CAPIS PECHUG NAT KG","1","EA","244","Carnes Frias"
"10000","8967","0","Limp sanitizante 5Lt","1","EA","9000","Consumo Interno"
"100000198","8967","0","Acondicionador Herb","340","ML","230","Cuidado del cabello"
"100000227","8967","0","Acondicionador Natu","900","ML","230","Cuidado del cabello"
"100000260","8967","0","Acondicionador para","400","ML","230","Cuidado del cabello"
"100000411","8967","0","Aderezo Kraft 237 m","237","ML","191","Aderezos y Condiment"
"100001043","8967","0.01","Agua mineral Risco ","500","ML","316","Sabores"
"100001297","8967","0","Alimento para bebe ","71","G","229","Cuidado del bebe"
"100001334","8967","0","Alimento para bebe ","113","G","229","Cuidado del bebe"
"100001490","8967","0","Aplicadores para be","150","EA","227","Belleza e higiene"
"100001502","8967","0","Aplicadores para be","300","EA","227","Belleza e higiene"
"100002054","8967","0","Bebida Bimbo 600 ml","600","ML","269","Beb Refrescantes"
"100003786","8967","0","Bebida Quatro 355 m","355","ML","33","No usar"
"100005001","8967","0","Brillantina Palmoli","52","ML","230","Cuidado del cabello"
"100007120","8967","0","Cacahuates Leoncito","100","G","170","NO USAR"
"100007576","8967","0","Cacahuates salados ","170","G","164","Cacahuates/semillas"
"100007904","8967","0","Cacahuates y pepita","15","G","170","NO USAR"
"100007912","8967","0","Cacahuates y pepita","220","G","170","NO USAR"
"100008827","8967","0","Caldo Tlalpeno Camp","1","EA","204","Cremas Sopas Pastas"
"100009942","8967","0","Cereal infantil Ger","300","G","229","Cuidado del bebe"
"10001","8967","0","Limpiador universal","1","EA","9000","Consumo Interno"
"100011381","8967","0","Chicharron de cerdo","100","G","163","Frituras"
"100011647","8967","0","Chicharron de harin","65","G","163","Frituras"
"100011997","8967","0","Chocolate en polvo ","400","G","203","Modifica. de Leche"
"100012279","8967","0","Chocolate liquido C","250","ML","260","Leche  Saborizada"
"100013781","8967","0","Colores Blanca Niev","35","G","208","Papeleria"
"100014944","8967","0","Cono de helado Corn","120","ML","177","Conos"
"100015162","8967","0","Crema de queso Camp","300","G","204","Cremas Sopas Pastas"
"100015226","8967","0","Crema dental Colgat","134","G","228","Cuidado bucal"
"100015584","8967","0","Crema para cabello ","450","G","230","Cuidado del cabello"
"100016333","8967","0","Dedodorante en roll","2","EA","227","Belleza e higiene"
"100016392","8967","0","Desodorante en aero","113","G","227","Belleza e higiene"
"100016464","8967","0","Desodorante en barr","60","G","227","Belleza e higiene"
"100016528","8967","0","Desodorante en roll","50","G","227","Belleza e higiene"
"100016552","8967","0","Desodorante en roll","60","G","227","Belleza e higiene"
"100016579","8967","0","Desodorante en roll","2","EA","227","Belleza e higiene"
"100016616","8967","0","Desodorante en roll","50","ML","227","Belleza e higiene"
"100016624","8967","0","Desodorante en roll","65","G","227","Belleza e higiene"
"100016632","8967","0","Desodorante en roll","65","G","227","Belleza e higiene"
"100016641","8967","0","Desodorante en roll","50","G","227","Belleza e higiene"
"100016683","8967","0","Desodorante en roll","50","ML","227","Belleza e higiene"
"100016798","8967","0","Desodorante press u","90","ML","227","Belleza e higiene"
"100016907","8967","0","Desodorante stick A","54","G","227","Belleza e higiene"
"100016923","8967","0","Desodorante stick D","50","G","227","Belleza e higiene"
"100016931","8967","0","Desodorante stick L","40","G","227","Belleza e higiene"
"100016958","8967","0","Desodorante stick N","50","G","227","Belleza e higiene"
"100016991","8967","0","Desodorante stick R","50","G","227","Belleza e higiene"
"100017045","8967","0","Detergente en pasta","400","G","222","Detergentes Trastes"
"100017088","8967","0","Detergente en polvo","250","G","221","Detergentes Ropa"
"100017150","8967","0","Detergente en polvo","500","G","221","Detergentes Ropa"
"100017301","8967","0","Detergente en polvo","500","G","221","Detergentes Ropa"
"100017871","8967","0","Detergente liquido ","1","L","221","Detergentes Ropa"
"100017897","8967","0","Detergente liquido ","1","L","221","Detergentes Ropa"
"100018620","8967","0","Mini Dedos Indy 8gr","8","G","258","Tamarindos/Aciditos"
"10002","8967","0","Aceite P/ Mop 1lto.","1","EA","9000","Consumo Interno"
"100022936","8967","0","Galletas Surtido Di","720","G","152","Galleta Dulce"
"100022987","8967","0","Galletas Surtido Ri","715","G","152","Galleta Dulce"
"100023656","8967","0","Gelatina Jell-o 100","100","G","202","Postres no refrig."
"100024114","8967","0","Goma de mascar Bubb","5.5","G","254","Chicles"
"100025070","8967","0","Habas Leoncito 70 g","70","G","164","Cacahuates/semillas"
"100025854","8967","0","Jabon Baby Dove 75 ","75","G","229","Cuidado del bebe"
"100026030","8967","0","Jabon de tocador co","150","G","231","Jabones de tocador"
"100026048","8967","0","Jabon de tocador co","200","G","231","Jabones de tocador"
"100026355","8967","0","Jabon neutro Lirio ","150","G","231","Jabones de tocador"
"100026515","8967","0","Jabon rosa pieza Zo","400","G","221","Detergentes Ropa"
"100026911","8967","0","Jugo con yoghurt 3a","230","ML","229","Cuidado del bebe"
"100027235","8967","0","Jugo Jumex 200 ml c","200","ML","267","Jugo y Nectar"
"100027294","8967","0","Jugo Leon 1 lt caja","1","L","267","Jugo y Nectar"
"100027307","8967","0","Jugo Leon 500 ml ca","500","ML","267","Jugo y Nectar"
"100027366","8967","0","Jugo para bebe 2a E","147.5","ML","229","Cuidado del bebe"
"100027403","8967","0","Paleta de agua Sole","65","ML","181","Paleta"
"100027420","8967","0","Paleta de agua Sole","70","ML","181","Paleta"
"100027850","8967","0","Paleta de leche Mor","86","ML","181","Paleta"
"100027999","8967","0","Paleta de nieve Mag","120","ML","181","Paleta"
"100028641","8967","0","Papas Leon 110 gr b","110","G","163","Frituras"
"100028650","8967","0","Papas Leon 160 gr b","160","G","163","Frituras"
"100029046","8967","0","Papel higienico Cla","12","EA","234","Papel higienico"
"100029054","8967","0","Papel higienico Cla","18","EA","234","Papel higienico"
"100029089","8967","0","Papel higienico Det","6","EA","234","Papel higienico"
"100029222","8967","0","Papel higienico Sen","12","EA","234","Papel higienico"
"100029231","8967","0","Papel higienico Sen","6","EA","234","Papel higienico"
"100029636","8967","0","Pay de queso Philad","18","EA","130","Koxka"
"100029644","8967","0","Pay de queso Philad","85","G","130","Koxka"
"10003","8967","0","Vitafilm 45x1224 mt.","1","EA","9000","Consumo Interno"
"100030215","8967","0","Rebanada de pastel ","113","G","150","Reposteria S/Relleno"
"100030371","8967","0","Refresco Beat 355 m","355","ML","316","Sabores"
"100031656","8967","0.01","Refresco Risco 2 lt","2","L","37","Refrescos"
"100031971","8967","0.01","Ref Victoria 1.5lt","1.5","L","37","Refrescos"
"100035366","8967","0","Semillas Leoncito 4","40","G","164","Cacahuates/semillas"
"100035374","8967","0","Semillas Leoncito 5","50","G","164","Cacahuates/semillas"
"100035809","8967","36.5","Shampoo anticaspa p","400","ML","230","Cuidado del cabello"
"100036019","8967","0","Shampoo control de ","400","ML","230","Cuidado del cabello"
"100036107","8967","0","Shampoo extra manej","265","ML","230","Cuidado del cabello"
"100036140","8967","0","Shampoo fortificant","300","ML","230","Cuidado del cabello"
"100036238","8967","0","Shampoo limpieza re","400","ML","230","Cuidado del cabello"
"100036406","8967","0","Shampoo para cabell","400","ML","230","Cuidado del cabello"
"100036414","8967","0","Shampoo para cabell","400","ML","230","Cuidado del cabello"
"100036422","8967","0","Shampoo para cabell","265","ML","230","Cuidado del cabello"
"100036431","8967","36.5","Shampoo para cabell","400","ML","230","Cuidado del cabello"
"100036449","8967","0","Shampoo para cabell","265","ML","229","Cuidado del bebe"
"100036490","8967","0","Shampoo para cabell","400","ML","230","Cuidado del cabello"
"100036588","8967","0","Shampoo para cabell","400","ML","230","Cuidado del cabello"
"100036810","8967","0","Shampoo Pro-V Pante","400","ML","230","Cuidado del cabello"
"100037020","8967","0","Sopa condensada Cam","430","G","19","No usar"
"100037118","8967","0","Sopa deshidratada L","54","G","288","Comida Deshidratada"
"100037134","8967","0","Sopa deshidratada M","65","G","288","Comida Deshidratada"
"100037177","8967","0","Sopa instantanea Ma","64","G","130","Koxka"
"100038241","8967","0","Tinte para cabello ","1","EA","227","Belleza e higiene"
"100039851","8967","0","Yoghurt Leon 250 gr","250","G","102","No usar"
"100039885","8967","0","Yoghurt Mena 1 kg b","1","KG","102","No usar"
"100039893","8967","0","Yoghurt Menisimo 95","950","G","102","No usar"
"100041328","8967","0","Frituras Leon 300 g","300","G","163","Frituras"
"100041627","8967","0","Galletas con fibra ","480","G","153","Galleta Saladas"
"100041731","8967","0","Galleta molida Nabi","350","G","153","Galleta Saladas"
"100041862","8967","0","Galletas Animalitos","1","EA","152","Galleta Dulce"
"100042152","8967","0","Galletas Chavalin C","680","G","152","Galleta Dulce"
"100042161","8967","0","Galletas Chips Ahoy","169","G","152","Galleta Dulce"
"100042179","8967","0","Galletas Chips Ahoy","180","G","152","Galleta Dulce"
"100042187","8967","0","Galletas Chips Ahoy","337","G","152","Galleta Dulce"
"100042195","8967","0","Galletas Chips Ahoy","67.5","G","152","Galleta Dulce"
"100042208","8967","0","Galletas Chips Ahoy","720","G","152","Galleta Dulce"
"100042401","8967","0","Jugo Premium Sonris","1","L","36","No usar"
"100042427","8967","0","Jugo Premium Sonris","200","ML","36","No usar"
"100042523","8967","0","Jugo Sonrisa 1.89 l","1.89","L","36","No usar"
"100043041","8967","0","Leche descremada Le","1","L","259","Leche  Blanca"
"100043243","8967","0","Leche entera Gotita","500","ML","259","Leche  Blanca"
"100043315","8967","0","Leche entera La Esc","1.89","L","259","Leche  Blanca"
"100043323","8967","0","Leche entera La Esc","500","ML","259","Leche  Blanca"
"100043366","8967","0","Leche entera Leon 1","1","EA","259","Leche  Blanca"
"100043850","8967","0","Leche La Escondida ","1","L","259","Leche  Blanca"
"100043972","8967","0","Leche Leon 1.892 lt","1.89","L","259","Leche  Blanca"
"100044633","8967","0","Leche semidescremad","1","L","259","Leche  Blanca"
"100045206","8967","0","Limpiador liquido m","1","L","224","Limpiadores"
"100046014","8967","0","Mermelada Carmel 25","500","G","14","No usar"
"100046057","8967","0","Mermelada Del Monte","500","G","14","No usar"
"100046081","8967","0","Mermelada Kraft 275","275","G","14","No usar"
"100046090","8967","0","Mermelada Kraft 500","500","G","14","No usar"
"100046145","8967","0","Mermelada Smucker s","340","G","14","No usar"
"100046217","8967","0","Mostaza con especia","225","G","2","No usar"
"100046268","8967","0","Mostaza Kraft 395 g","395","G","2","No usar"
"100046330","8967","0","Mousse para cabello","227","G","230","Cuidado del cabello"
"100046356","8967","0","Moztaza con especia","260","G","2","No usar"
"100046461","8967","0","Nachos Nacho Tom s ","595.5","G","163","Frituras"
"100046508","8967","0","Naranjada Al-dia 50","500","ML","36","No usar"
"100046874","8967","0","Nectar de frutas Ju","200","ML","36","No usar"
"100047121","8967","0","Nectar Premium Sonr","1","L","36","No usar"
"100047236","8967","0","Nieve Cornetto Hola","190","ML","178","Copas"
"100047391","8967","0","Pistache Leoncito 3","35","G","164","Cacahuates/semillas"
"100047404","8967","0","Pistache Leoncito 9","90","G","164","Cacahuates/semillas"
"100049653","8967","0","Salsa para ensalada","237","ML","2","No usar"
"100050478","8967","0","Sandwich de nieve M","125","ML","183","Sandwich"
"100052879","8967","0","Paleta leche Magnum","120","ML","181","Paleta"
"100053097","8967","0","Mini Marimbas 15gr","15","G","257","Otras Golosinas"
"100060748","8967","0","Jabon de tocador de","4","EA","231","Jabones de tocador"
"100061775","8967","0","Paleta de crema Sol","95","ML","181","Paleta"
"100068467","8967","0","Cal-c-Tose 200gr","200","G","8","No usar"
"100068475","8967","0","Cal-C-Tose 400 gr","400","G","8","No usar"
"100068571","8967","0","Paleta con tamarind","24","EA","27","No usar"
"100068580","8967","0","Dulce picante Mini ","50","EA","27","No usar"
"100068635","8967","0","Cepillo dental Colg","1","EA","228","Cuidado bucal"
"100068740","8967","0","Enjuague Pro-Vitami","900","ML","230","Cuidado del cabello"
"100069195","8967","0","Mamilas de silicon ","1","EA","229","Cuidado del bebe"
"100069224","8967","0","Mordeder para bebe ","1","EA","229","Cuidado del bebe"
"100070495","8967","0","Desodorante Speed S","60","G","227","Belleza e higiene"
"100070524","8967","0","Galletas Ritz 900gr","900","G","153","Galleta Saladas"
"100070591","8967","0","Galletas saladas Pr","740","G","153","Galleta Saladas"
"100071367","8967","0","Aderezo Kraft 237 m","237","ML","2","No usar"
"100072087","8967","0","Crema dental Colgat","1","EA","228","Cuidado bucal"
"100072116","8967","0","Suavizante - acondi","1","EA","225","Suavizantes de tela"
"100072909","8967","0","Enj Natur Cap 900ml","900","ML","230","Cuidado del cabello"
"100074234","8967","0","Refresco Coca-Cola ","355","ML","37","Refrescos"
"100074242","8967","0","RefrZeroSabor600mlNR","600","ML","37","Refrescos"
"100074373","8967","0","Shampoo 2 en 1 Head","400","ML","230","Cuidado del cabello"
"100074437","8967","5","Luz CFE NEO","1","EA","155","Recepcion de Pagos"
"100074445","8967","5","SAPAL Leon NEO","1","EA","155","Recepcion de Pagos"
"100074613","8967","0","Bebida The Simpsons","355","ML","34","No usar"
"100074710","8967","0","Refresco Fresca 600","600","ML","37","Refrescos"
"100075536","8967","0","Galletas Re de Cane","620","G","152","Galleta Dulce"
"100076723","8967","0","Galletas con chispa","540","G","152","Galleta Dulce"
"100077865","8967","0","Cepillo dental Colg","2","EA","228","Cuidado bucal"
"100077873","8967","0","Jab.Neutro Bal. 4pz","4","EA","231","Jabones de tocador"
"100078850","8967","0","Mapa Cd de Guadalaj","1","EA","237","Lectura"
"100079027","8967","15.2","Cepillo dental 2 x ","2","EA","228","Cuidado bucal"
"100079035","8967","0","Desodorante en barr","60","G","227","Belleza e higiene"
"100079043","8967","14.85","Crema dental protec","2","EA","228","Cuidado bucal"
"100079060","8967","29.5","Belly Washers 355ml","355","ML","34","No usar"
"100079131","8967","15.9","Viva 1kg + jabon350","2","EA","221","Detergentes Ropa"
"100083106","8967","15","Helado de leche Nes","475","ML","180","Med. Litro"
"100084070","8967","10.9","Bebida Frutsi 6 pz","6","EA","36","No usar"
"100084088","8967","0","Serv Lovly 250 pz","250","EA","284","Servilletas"
"100084096","8967","0","Servilletas Lovly 5","500","EA","284","Servilletas"
"100085110","8967","0","Detergente en polvo","1","KG","221","Detergentes Ropa"
"100142831","8967","0","Alestra NAC","1","EA","155","Recepcion de Pagos"
"100142858","8967","0","Pago Ayuda PRO","1","EA","9000","Consumo Interno"
"100153856","8967","5","Telcel NAC","1","EA","155","Recepcion de Pagos"
"100184003","8967","0","Patrimonio Hipotecar","1","EA","155","Recepcion de Pagos"
"100438190","8967","0","Pago Casefon Bara Le","1","EA","156","Soluciones en tienda"
"100543395","8967","0","JAPAMI NEO","1","EA","155","Recepcion de Pagos"
"100691380","8967","0","Dinamo NAC","1","EA","155","Recepcion de Pagos"
"100742407","8967","0","Predial NEO","1","EA","155","Recepcion de Pagos"
"100912390","8967","0","Axtel NAC","1","EA","155","Recepcion de Pagos"
"100956608","8967","0","Homex NAC","1","EA","155","Recepcion de Pagos"
"100964501","8967","8.2","NO USAR","1","EA","155","Recepcion de Pagos"
"1009701005924","8967","10.7","Franela amarilla 1 p","1","EA","9000","Consumo Interno"
"100990486","8967","0","Volaris NAC","1","EA","155","Recepcion de Pagos"
"101068493","8967","6.4","ASP Financiera NAC","1","EA","155","Recepcion de Pagos"
"101097497","8967","0","Dineromail NAC","1","EA","327","Comercio Electronico"
"101108491","8967","0","Financiera Indep NAC","1","EA","155","Recepcion de Pagos"
"101118497","8967","0","Cablemas NAC","1","EA","155","Recepcion de Pagos"
"101146498","8967","0","Megacable NAC","1","EA","155","Recepcion de Pagos"
"101147491","8967","0","Superboletos NAC","1","EA","155","Recepcion de Pagos"
"101148493","8967","0","Solfi NAC","1","EA","155","Recepcion de Pagos"
"101163491","8967","0","Molina Editores NAC","1","EA","155","Recepcion de Pagos"
"101165496","8967","0","VivaAerobus NAC","1","EA","155","Recepcion de Pagos"
"101186490","8967","0","Ediciones Culturales","1","EA","155","Recepcion de Pagos"
"101198491","8967","0","Casas Javer NAC","1","EA","155","Recepcion de Pagos"
"101198503","8967","0","Hogares Javer NAC","1","EA","155","Recepcion de Pagos"
"101219520","8967","0","Casefon NAC","1","EA","156","Soluciones en tienda"
"101231511","8967","0","Boleto ADO NAC","1","EA","155","Recepcion de Pagos"
"101264515","8967","0","Jardines Esperanza N","1","EA","155","Recepcion de Pagos"
"101264523","8967","0","Previsiones NAC","1","EA","155","Recepcion de Pagos"
"101265500","8967","0","Inversiones Fun NAC","1","EA","155","Recepcion de Pagos"
"101265518","8967","0","Martinez Servicios","1","EA","155","Recepcion de Pagos"
"101266490","8967","0","La Esperanza Servici","1","EA","155","Recepcion de Pagos"
"101267492","8967","0","HDI Seguros NAC","1","EA","155","Recepcion de Pagos"
"101267505","8967","0","JardinesSantoCristo","1","EA","155","Recepcion de Pagos"
"101268495","8967","0","PCENLINEA NAC","1","EA","327","Comercio Electronico"
"101274502","8967","0","Grupo Ruba NAC","1","EA","155","Recepcion de Pagos"
"101274511","8967","0","CreditoRealTradNAC","1","EA","155","Recepcion de Pagos"
"101274537","8967","0","CREDIEQUIPOS II NAC","1","EA","155","Recepcion de Pagos"
"10129","8967","0","Rollo Etiqueta Termi","1","EA","9000","Consumo Interno"
"101298504","8967","0","MercadoPago NAC","1","EA","327","Comercio Electronico"
"101300504","8967","0","Fotosmile NAC","1","EA","327","Comercio Electronico"
"101316493","8967","0","Donativos","1","EA","155","Recepcion de Pagos"
"101317496","8967","0","FINCAMEX NAC","1","EA","155","Recepcion de Pagos"
"101334499","8967","0","Neurona Estudio NAC","1","EA","327","Comercio Electronico"
"101344494","8967","0","Financiera Mex Autom","1","EA","155","Recepcion de Pagos"
"101344515","8967","0","Financiera Mex Carne","1","EA","155","Recepcion de Pagos"
"101344523","8967","0","Financiera Mex Perso","1","EA","155","Recepcion de Pagos"
"101345497","8967","0","Financiera Mex Hipot","1","EA","155","Recepcion de Pagos"
"101351512","8967","0","Banwire Mexico NA","1","EA","327","Comercio Electronico"
"101354511","8967","0","Primero Seguros NAC","1","EA","155","Recepcion de Pagos"
"101355505","8967","0","Primero Seguros Vida","1","EA","155","Recepcion de Pagos"
"101361497","8967","0","Grupo CIF NAC","1","EA","155","Recepcion de Pagos"
"101362490","8967","0","Depositos BBVA NAC","1","EA","157","Servicio Financiero"
"101363492","8967","0","Credito Fincomun NAC","1","EA","155","Recepcion de Pagos"
"101366491","8967","0","Argenta NAC","1","EA","155","Recepcion de Pagos"
"101366503","8967","0","Pedidos.com NAC","1","EA","327","Comercio Electronico"
"101373498","8967","0","Tamauligas NAC","1","EA","155","Recepcion de Pagos"
